Member ID,Member Gender,Member Age,Member Duration(Month),Averaged Spending Per Transaction,Maximun Spending Per Transaction,Minimun Spending Per Transaction,Averaged Number of Transaction,Averaged Purchasing Discount Rate,Averaged Price in Favorite Shop,Averaged Tax Rate in Favorite Shop,Number of Goods in Favorite Shop,Number of Favorite in  Favorite Shop
16612262,0,50,83,1228.5,2144,600,0.166666667,0,819.9300699,0.113902349,143,3158
7d9bc1d9,0,33,83,1224,1224,1224,0.041666667,0.1,656.5,0.113333342,20,1047
5a4ee340,0,44,84,3298.6,10998,300,0.208333333,0,1242.692308,0.114350441,26,4334
efa2fd8a,0,58,94,1620.4,2592,460,0.208333333,0,1340,0.10897436,33,2862
26833d3a,0,36,84,1075,1075,1075,0.041666667,0,1340,0.10897436,33,2862
1260dc48,0,53,84,904.8,1560,288,0.208333333,0.087001623,1086.551724,0.120247568,58,3205
3f4b59f7,0,54,84,1930,3580,280,0.083333333,0,341.6,0.114350483,25,1746
f2b512c3,0,39,84,1300,1300,1300,0.041666667,0,796.3636364,0.113332975,55,2347
3fb75dc7,0,48,84,2443.119149,9963,420,1.958333333,0.079246775,1340,0.10897436,33,2862
921dc609,0,35,111,520,520,520,0.041666667,0,1086.551724,0.120247568,58,3205
d737fcf7,0,54,83,2140,2140,2140,0.041666667,0.014044944,640.0943396,0.116403826,53,1712
555973ef,0,43,83,1619,4730,270,0.416666667,0,1242.692308,0.114350441,26,4334
f2e3aafc,0,34,83,550,550,550,0.041666667,0,640.0943396,0.116403826,53,1712
ffc8d503,0,45,19,4122.85,7289.1,870,0.315789474,0.00625,796.3636364,0.113332975,55,2347
7104571f,0,32,83,1134,1134,1134,0.041666667,0.1,796.3636364,0.113332975,55,2347
46ee6520,0,29,83,1180,1180,1180,0.041666667,0,640.0943396,0.116403826,53,1712
746e2d78,0,31,21,1955,3185,780,0.142857143,0.087262458,829.75,0.113333345,40,3000
305357d9,0,55,83,2860.222222,11952,228,0.375,0.048522594,1086.551724,0.120247568,58,3205
45c1a8e8,0,38,83,542.5,570,515,0.083333333,0,608.1463415,0.113333295,41,1528
45c53cfd,0,44,83,320,320,320,0.041666667,0,1242.692308,0.114350441,26,4334
9cab0259,1,37,12,4335.3,26082,450,1.666666667,0.098989899,1242.692308,0.114350441,26,4334
0d9ddeae,0,51,83,2160,2160,2160,0.041666667,0,1242.692308,0.114350441,26,4334
5d8d46c5,0,41,83,2406.663333,6642,180,0.5,0.034102795,341.6,0.114350483,25,1746
4da76478,0,40,83,4187.5,10593,686,0.166666667,0.0775,1086.551724,0.120247568,58,3205
70c4391b,0,47,81,1109.25,1804.5,414,0.083333333,0.1,608.1463415,0.113333295,41,1528
9beab280,0,44,13,4132.5,8130,135,0.153846154,0.060790274,1340,0.10897436,33,2862
87b51db2,0,35,83,630,630,630,0.041666667,0.073529412,796.3636364,0.113332975,55,2347
9a8e14bf,0,33,151,900,900,900,0.041666667,0.1,656.5,0.113333342,20,1047
540dcba0,0,28,48,368,940,10,0.166666667,0.320967742,796.3636364,0.113332975,55,2347
980105bf,1,29,105,2500,2500,2500,0.041666667,0,829.75,0.113333345,40,3000
60d3aac0,0,31,86,1690.666667,3360,416,0.125,0,640.0943396,0.116403826,53,1712
2261ef31,0,33,83,809.2857143,1630,290,0.291666667,0.046449704,1086.551724,0.120247568,58,3205
f9005183,1,38,81,2895,2895,2895,0.041666667,0.101209117,1086.551724,0.120247568,58,3205
fa2c6ff5,0,45,84,4068,4068,4068,0.041666667,0.1,1086.551724,0.120247568,58,3205
451d9105,0,32,84,735,1170,300,0.083333333,0,233.5111111,0.108005725,45,298
0ae566d5,0,45,84,2503.75,7010,60,0.166666667,0.263421229,1242.692308,0.114350441,26,4334
dd1a83b4,0,25,84,340,340,340,0.041666667,0,608.1463415,0.113333295,41,1528
dbe31dc5,0,34,84,1049.428571,2475,383,0.291666667,0.013080445,1086.551724,0.120247568,58,3205
8b9ea814,0,45,17,3914,3914,3914,0.058823529,0,1242.692308,0.114350441,26,4334
c88ebb34,0,29,81,973,996,950,0.083333333,0.184517428,1242.692308,0.114350441,26,4334
c5c73497,1,23,84,300,300,300,0.041666667,0,819.9300699,0.113902349,143,3158
56f8a2cb,1,50,81,2385.738889,4489.65,288,0.375,0.103109832,1242.692308,0.114350441,26,4334
976a26ff,0,31,81,1640,3310,540,0.125,0,1086.551724,0.120247568,58,3205
2b610aa4,0,66,81,2100,2100,2100,0.041666667,0,1086.551724,0.120247568,58,3205
04921c53,0,55,81,1335,2290,380,0.083333333,0.069160758,1242.692308,0.114350441,26,4334
991a2ec3,0,29,81,2346.9,7268,280,0.375,0.044216582,1086.551724,0.120247568,58,3205
9c308f93,0,40,82,890,890,890,0.041666667,0,1242.692308,0.114350441,26,4334
c5973534,0,27,81,2014.222222,4320,120,0.375,0.070833333,819.9300699,0.113902349,143,3158
c30ba206,0,29,84,870,870,870,0.041666667,0,1002.307692,0.108974355,13,767
208a97ca,0,44,84,470,470,470,0.041666667,0,1086.551724,0.120247568,58,3205
3228a09f,0,46,155,3692.777778,7415,340,0.375,0,1242.692308,0.114350441,26,4334
c33a7d98,0,46,84,4013.944444,14328,190,0.75,0.059574164,796.3636364,0.113332975,55,2347
6f63a3c5,0,59,151,2416,3480,1710,0.125,0.018536195,1086.551724,0.120247568,58,3205
91304d93,0,27,24,1865,1865,1865,0.041666667,0,796.3636364,0.113332975,55,2347
501a8b77,0,48,83,6528.25,18680,1813,0.166666667,0.006666667,656.5,0.113333342,20,1047
d4bc9ebc,0,43,17,2653,3834,435,0.176470588,0.109657321,2584.186047,0.113333335,43,147
bcb875b8,0,38,31,1590,1590,1590,0.041666667,0,796.3636364,0.113332975,55,2347
fb1d7145,1,53,83,3667.5,5005,2330,0.083333333,0,1086.551724,0.120247568,58,3205
7637d3d4,0,49,82,803.625,2200,190,0.333333333,0,1242.692308,0.114350441,26,4334
eb14da4f,1,47,81,2785,4840,730,0.083333333,0,341.6,0.114350483,25,1746
7b1a244c,0,42,81,1045.75,2425,270,0.333333333,0,1086.551724,0.120247568,58,3205
966eb6a2,0,29,83,2280,2280,2280,0.041666667,0,1242.692308,0.114350441,26,4334
6f28a223,0,38,83,1560.916667,6245,270,0.5,0.038834129,640.0943396,0.116403826,53,1712
03a06701,0,43,81,1075.675,1854,200.7,0.166666667,0.083333333,819.9300699,0.113902349,143,3158
aca9cb18,0,31,81,999.5,1679,320,0.083333333,0,1340,0.10897436,33,2862
16bcae7b,0,51,82,1030,1440,620,0.083333333,0,341.6,0.114350483,25,1746
15190406,0,38,82,750.4869565,2460.6,208,0.958333333,0.048437195,608.1463415,0.113333295,41,1528
bf6aead1,0,32,82,2476,4632,320,0.083333333,0,829.75,0.113333345,40,3000
aa1c4c95,0,35,82,2136.5,3383,890,0.083333333,0,1242.692308,0.114350441,26,4334
b69f0253,0,43,81,6017.125,21200,450,0.333333333,0.005980861,1086.551724,0.120247568,58,3205
a0414799,0,39,82,1010,1150,870,0.083333333,0.037414966,589.8823529,0.116239291,17,603
a510799b,0,36,110,365,365,365,0.041666667,0,233.5111111,0.108005725,45,298
fd90ce2d,0,42,82,1943.333333,2960,780,0.125,0,1086.551724,0.120247568,58,3205
6025c5f3,0,48,82,3100,4750,1450,0.083333333,0,608.1463415,0.113333295,41,1528
7abf9124,0,35,14,1596.6,3800,423,0.428571429,0.029346257,1280.356164,0.114447958,73,562
84101c61,1,57,81,2385.333333,7952,570,0.375,0,1242.692308,0.114350441,26,4334
a4fcb0db,0,42,82,2347,7060,320,0.25,0.017208757,1086.551724,0.120247568,58,3205
d477c1d8,0,47,82,1445.25,3500,266,0.333333333,0.041634615,1086.551724,0.120247568,58,3205
afc68f5d,0,39,28,1573.5,1815,1332,0.083333333,0.04,1086.551724,0.120247568,58,3205
903115aa,0,35,82,2139.075,6364,130,0.166666667,0.202556818,2584.186047,0.113333335,43,147
18abdfae,0,26,80,1256.666667,2530,530,0.125,0,640.0943396,0.116403826,53,1712
8b666cc4,1,46,96,1225,1520,930,0.083333333,0,1086.551724,0.120247568,58,3205
de0c74b8,0,48,94,1570,1570,1570,0.041666667,0,819.9300699,0.113902349,143,3158
9e1ae65a,0,34,80,1200,1200,1200,0.041666667,0,819.9300699,0.113902349,143,3158
da3337b6,0,36,53,623,1290,169,0.125,0,364.0625,0.113333283,16,690
ab193524,0,55,80,1117.181818,3789,300,0.458333333,0.015789474,1086.551724,0.120247568,58,3205
0604bf79,0,42,80,1760.625,2718,666,0.166666667,0.1,1242.692308,0.114350441,26,4334
7173598d,0,44,80,730,730,730,0.041666667,0,233.5111111,0.108005725,45,298
d2b00929,0,36,80,1423.333333,1750,960,0.125,0,796.3636364,0.113332975,55,2347
9caa357f,0,26,3,3015,3100,2930,0.666666667,0,1086.551724,0.120247568,58,3205
66eb2cb7,0,51,80,3185,4390,1980,0.083333333,0.013992537,1242.692308,0.114350441,26,4334
b5d05874,0,29,80,970,1380,580,0.125,0,796.3636364,0.113332975,55,2347
0ea4f9f2,0,46,80,2514.5,2801,1900,0.166666667,0.03923445,1242.692308,0.114350441,26,4334
6be36f50,1,41,80,3670.5,4380,2961,0.083333333,0,1242.692308,0.114350441,26,4334
94d8f723,0,33,78,271,600,93,0.125,0,829.75,0.113333345,40,3000
7a3533a5,0,32,78,130,130,130,0.041666667,0,341.6,0.114350483,25,1746
115424eb,0,46,80,250,250,250,0.041666667,0,364.0625,0.113333283,16,690
26288045,0,33,78,3323.333333,6030,350,0.125,0,1086.551724,0.120247568,58,3205
6cff8356,0,40,78,1870,1870,1870,0.041666667,0.096230635,364.0625,0.113333283,16,690
272ad55e,0,33,78,590,915,105,0.125,0.081435964,608.1463415,0.113333295,41,1528
ebd2f66c,0,52,40,2286,5418,108,0.375,0.144335991,1242.692308,0.114350441,26,4334
0f5f172f,0,37,77,940,940,940,0.041666667,0,796.3636364,0.113332975,55,2347
1aca87cf,0,45,79,1118.777778,2980,230,0.375,0,341.6,0.114350483,25,1746
d9b041ca,0,46,115,620,620,620,0.041666667,0,1340,0.10897436,33,2862
246c1037,0,46,78,1300,2330,270,0.083333333,0.025641026,1242.692308,0.114350441,26,4334
ea3f0dbe,1,43,79,714,1280,145,0.208333333,0,829.75,0.113333345,40,3000
5fbdddd2,0,49,79,2927.5,4760,1095,0.083333333,0.038204545,1086.551724,0.120247568,58,3205
59780f79,1,38,79,3087,5474,700,0.083333333,0,1086.551724,0.120247568,58,3205
64deb455,0,33,79,2356.541667,7404,20,1,0.070093902,2953.783784,0.113333334,37,550
65963f29,0,41,79,1637.44,3420,270,0.416666667,0.095444338,1086.551724,0.120247568,58,3205
2475f242,0,41,100,660,660,660,0.041666667,0,796.3636364,0.113332975,55,2347
f717c6ff,0,46,78,794,1400,188,0.083333333,0,819.9300699,0.113902349,143,3158
85cb9ce2,0,53,47,1786,3186,412,0.125,0.09792169,819.9300699,0.113902349,143,3158
c2e88e99,0,35,79,390,390,390,0.041666667,0,1242.692308,0.114350441,26,4334
27d63c02,0,35,79,2630,2630,2630,0.041666667,0,1242.692308,0.114350441,26,4334
be0abcba,0,31,79,980,980,980,0.041666667,0,656.5,0.113333342,20,1047
25ec1367,0,41,77,3977.75,11564,797,0.166666667,0,589.8823529,0.116239291,17,603
7658e34c,0,43,77,2089,3634,1133,0.125,0.056235509,819.9300699,0.113902349,143,3158
403c28f6,0,42,79,2421.5,3980,270,0.166666667,0,1340,0.10897436,33,2862
5957940b,0,54,79,1442,2664,320,0.375,0.033168044,796.3636364,0.113332975,55,2347
b853202d,0,37,80,490,490,490,0.041666667,0,1086.551724,0.120247568,58,3205
c04ff908,0,37,21,762.375,2550,60,0.761904762,0.095730028,1280.356164,0.114447958,73,562
58ddc967,0,45,77,1180,1180,1180,0.041666667,0,819.9300699,0.113902349,143,3158
3cac5c0e,0,36,79,1075,2180,200,0.666666667,0.0271676,1086.551724,0.120247568,58,3205
59d79dec,0,31,79,808.7272727,1530,520,0.458333333,0,796.3636364,0.113332975,55,2347
d4f82521,0,45,77,600,600,600,0.041666667,0,819.9300699,0.113902349,143,3158
4342dd35,0,47,113,620,620,620,0.041666667,0,1340,0.10897436,33,2862
f7f9496e,0,45,77,1710,1710,1710,0.041666667,0,1242.692308,0.114350441,26,4334
158dfe71,0,48,79,1913.333333,3820,400,0.125,0,233.5111111,0.108005725,45,298
cc738d93,0,35,79,480,480,480,0.041666667,0,1242.692308,0.114350441,26,4334
76defbd9,1,45,74,2956.5,2956.5,2956.5,0.041666667,0.1,1242.692308,0.114350441,26,4334
292b1ec7,0,42,79,320,320,320,0.041666667,0,1242.692308,0.114350441,26,4334
19695de6,0,55,72,4829.916667,14200,310,0.5,0.072518898,2953.783784,0.113333334,37,550
1dba2e38,0,40,76,567,567,567,0.041666667,0.1,796.3636364,0.113332975,55,2347
900cf2da,0,40,77,1151.666667,1620,715,0.125,0.173136305,341.6,0.114350483,25,1746
e5c88ba7,0,48,76,4610,4610,4610,0.041666667,0,1280.356164,0.114447958,73,562
b3aff306,0,39,77,6538,22610,1740,0.375,0.05339381,819.9300699,0.113902349,143,3158
f4be74ed,0,35,76,1270,1650,890,0.083333333,0,1340,0.10897436,33,2862
d7b5e2a3,0,43,76,1478.5,1520,1437,0.083333333,0,1340,0.10897436,33,2862
7b43dcff,0,52,76,675,1030,320,0.083333333,0,1242.692308,0.114350441,26,4334
9a4aa04d,0,32,76,689.5,1010,369,0.083333333,0,1242.692308,0.114350441,26,4334
bbc59934,0,63,77,432,432,432,0.041666667,0.1,1280.356164,0.114447958,73,562
01667bb6,0,51,73,2972,5525,750,0.416666667,0.016493842,1242.692308,0.114350441,26,4334
3eac47c6,0,39,111,840,840,840,0.041666667,0,1242.692308,0.114350441,26,4334
ef07fcb0,0,35,72,886.5,1438,335,0.083333333,0,829.75,0.113333345,40,3000
90a8ae4b,0,44,76,850,850,850,0.041666667,0,1086.551724,0.120247568,58,3205
045f76d1,0,48,76,410,510,310,0.083333333,0,829.75,0.113333345,40,3000
ac16cbe7,0,34,73,2983.75,8740,116,0.5,0,656.5,0.113333342,20,1047
f10d38ed,0,25,77,5555,9100,2010,0.083333333,0,2953.783784,0.113333334,37,550
ef0fc1e4,0,33,76,1178,3000,258,0.25,0,829.75,0.113333345,40,3000
074d1626,0,41,72,1000.2,1450.4,550,0.083333333,0.015,341.6,0.114350483,25,1746
3e3d0f5f,0,46,107,1831.25,3030,1098,0.166666667,0.042857143,1086.551724,0.120247568,58,3205
56652ad5,0,41,76,1299.25,2879,680,0.166666667,0,656.5,0.113333342,20,1047
b2c88903,0,34,24,387.25,690,89,0.166666667,0,656.5,0.113333342,20,1047
012c2898,0,41,76,1372.333333,2700,395,0.25,0.112121212,640.0943396,0.116403826,53,1712
bf06e90b,0,34,76,647.2285714,1538.6,240,0.291666667,0.006,640.0943396,0.116403826,53,1712
ee8d3562,0,44,76,2503.5,6705,310,0.25,0,1086.551724,0.120247568,58,3205
d7a7b04d,0,36,76,2432.1,9594,299,0.208333333,0.063657246,341.6,0.114350483,25,1746
4bb4a2a0,0,26,76,840,1290,390,0.083333333,0.131237897,1002.307692,0.108974355,13,767
7eea1d68,0,53,12,1961.1,4233,298,0.833333333,0.053435667,341.6,0.114350483,25,1746
e604b128,0,31,75,978.75,2060,330,0.166666667,0,341.6,0.114350483,25,1746
a72ec1aa,0,51,82,1455,1455,1455,0.041666667,0,1242.692308,0.114350441,26,4334
9bbf36f2,0,47,110,930,1380,480,0.083333333,0,364.0625,0.113333283,16,690
c0e61a08,0,37,76,871,1017,725,0.083333333,0.075,608.1463415,0.113333295,41,1528
99f42e3f,0,36,73,620,620,620,0.041666667,0,796.3636364,0.113332975,55,2347
6f309a2b,1,37,72,1140,1140,1140,0.041666667,0,819.9300699,0.113902349,143,3158
a61e12f5,0,31,71,480,480,480,0.041666667,0,1280.356164,0.114447958,73,562
61825163,0,39,71,3895.714286,6750,610,0.291666667,0.016949153,1242.692308,0.114350441,26,4334
f6b5d721,0,26,71,310,310,310,0.041666667,0,796.3636364,0.113332975,55,2347
b444d4ed,0,36,71,270,270,270,0.041666667,0,1242.692308,0.114350441,26,4334
3aa7507f,0,48,71,3220,3220,3220,0.041666667,0.085225675,1242.692308,0.114350441,26,4334
8.0719E+38,0,37,72,1014.777778,2180,87,0.375,0.081239683,1242.692308,0.114350441,26,4334
e8cecfaf,0,40,76,4907.428571,15176,272,0.291666667,0.002153878,341.6,0.114350483,25,1746
94522c24,0,54,69,2470.278351,13662,10,4.041666667,0.117707026,1340,0.10897436,33,2862
b2f10aa2,1,37,76,2930,2930,2930,0.041666667,0,589.8823529,0.116239291,17,603
e46b4911,0,30,69,1520,1520,1520,0.041666667,0,1340,0.10897436,33,2862
489d97c6,0,31,76,935.9,935.9,935.9,0.041666667,0.02,589.8823529,0.116239291,17,603
122a8211,0,30,13,230,230,230,0.076923077,0,589.8823529,0.116239291,17,603
673b588c,0,57,12,1359.5,2208,598,0.333333333,0,829.75,0.113333345,40,3000
c47fb2cb,0,30,72,1760,1760,1760,0.041666667,0,589.8823529,0.116239291,17,603
4143848e,1,28,71,1098.239535,6992.98,235.2,1.791666667,0.047302013,829.75,0.113333345,40,3000
b7e61c9f,0,52,72,3215,3560,2870,0.083333333,0.046093507,1086.551724,0.120247568,58,3205
4b89344c,0,48,72,2085,2280,1890,0.083333333,0,1086.551724,0.120247568,58,3205
a4dca1bc,0,52,110,815,1110,520,0.083333333,0,1086.551724,0.120247568,58,3205
b84874cc,0,45,72,2060,2060,2060,0.041666667,0,1086.551724,0.120247568,58,3205
2b654027,0,36,71,2755,4330,1180,0.083333333,0,1086.551724,0.120247568,58,3205
7e3f245f,0,55,145,1260,1260,1260,0.041666667,0.1,1086.551724,0.120247568,58,3205
ca2a8cbd,0,38,70,1585.166667,3300,126,0.25,0.058083225,1086.551724,0.120247568,58,3205
ac5776d3,0,36,72,653,1130,149,0.125,0,640.0943396,0.116403826,53,1712
87353641,1,49,72,2735,3800,1670,0.083333333,0,364.0625,0.113333283,16,690
b293e1d7,0,49,70,2621,6640,70,0.416666667,0.118549192,2584.186047,0.113333335,43,147
a94018f8,0,44,110,997.8,2130,189,0.625,0.069230769,341.6,0.114350483,25,1746
0a769d6f,0,43,8,2641,4347,1440,0.625,0.080015184,733.15625,0.119145296,64,407
ed4acb12,0,24,71,320,320,320,0.041666667,0,829.75,0.113333345,40,3000
8132ef12,0,47,70,1535,2550,520,0.083333333,0,2953.783784,0.113333334,37,550
88281093,1,47,71,2638.25,6012,10,0.333333333,0.13499953,1086.551724,0.120247568,58,3205
bdbd8be3,0,31,71,1508,4500,300,0.208333333,0.035714286,819.9300699,0.113902349,143,3158
09b9b9a0,0,43,69,720,720,720,0.041666667,0.12195122,1242.692308,0.114350441,26,4334
fadfa905,0,38,71,560,560,560,0.041666667,0,829.75,0.113333345,40,3000
d1f51c72,0,42,12,2268.25,3470,1066.5,0.166666667,0.05,1242.692308,0.114350441,26,4334
ee9bb2e7,0,31,22,412,915,240,0.227272727,0,608.1463415,0.113333295,41,1528
68f03eea,0,48,19,320,320,320,0.052631579,0,819.9300699,0.113902349,143,3158
d5098f10,0,45,107,2675,8230,320,0.166666667,0.06440918,1086.551724,0.120247568,58,3205
3d7c54fc,1,47,71,530,530,530,0.041666667,0,1340,0.10897436,33,2862
1144f9f9,0,34,71,2398.333333,3900,1095,0.125,0,2953.783784,0.113333334,37,550
fcac0f6e,0,59,70,703.8333333,1325,270,0.25,0,1242.692308,0.114350441,26,4334
c44fdbbc,1,45,70,3402.5,6495,310,0.083333333,0,1086.551724,0.120247568,58,3205
dc0d3d7d,0,31,70,514.5,690,320,0.166666667,0,1280.356164,0.114447958,73,562
ddf2eb9d,0,47,72,4738.1,16821,368.6,0.25,0.120917478,1086.551724,0.120247568,58,3205
213786ad,0,44,73,2411,12600,275,0.416666667,0.015009747,819.9300699,0.113902349,143,3158
24495c45,0,29,73,2149.041667,7083,280,0.5,0.077005992,608.1463415,0.113333295,41,1528
3a16a587,0,45,70,2276.1,4617,750,0.416666667,0.053571429,1002.307692,0.108974355,13,767
f5f7aae8,0,56,100,2955,2955,2955,0.041666667,0,1242.692308,0.114350441,26,4334
a1457252,0,46,70,3388.5,15480,270,0.333333333,0.013665132,1242.692308,0.114350441,26,4334
8ed17672,0,53,74,1202.5,1710,695,0.083333333,0,1086.551724,0.120247568,58,3205
9a948897,0,35,71,4350,5270,3430,0.083333333,0,819.9300699,0.113902349,143,3158
90b635bf,0,51,64,954,1690,390,0.208333333,0,1086.551724,0.120247568,58,3205
c12bc2d9,0,32,72,2995,3800,2190,0.083333333,0,640.0943396,0.116403826,53,1712
30d4b088,0,54,86,2616.666667,4920,1240,0.125,0,1242.692308,0.114350441,26,4334
916a3ebb,1,38,69,2890,4280,1500,0.083333333,0.022818866,819.9300699,0.113902349,143,3158
70b83683,0,49,160,1190,1190,1190,0.041666667,0,1242.692308,0.114350441,26,4334
a8676a42,1,25,70,1990.666667,5000,500,0.25,0.162969611,1340,0.10897436,33,2862
73c873e7,0,40,70,300,300,300,0.041666667,0,341.6,0.114350483,25,1746
ea67175b,0,45,70,2107.25,4130,699,0.166666667,0,1086.551724,0.120247568,58,3205
2ae97062,0,33,70,1203,1629,810,0.125,0.1,608.1463415,0.113333295,41,1528
7c536a85,0,47,70,1242.25,2699,320,0.166666667,0,796.3636364,0.113332975,55,2347
b2162de1,0,45,72,925,1323,558,0.125,0.04,1340,0.10897436,33,2862
535a8bb5,0,36,70,1710,1710,1710,0.041666667,0,1242.692308,0.114350441,26,4334
5a87b460,0,32,75,551.075,1140,261,0.166666667,0.0375,796.3636364,0.113332975,55,2347
65363589,0,37,74,2261,5253,450,0.125,0,1242.692308,0.114350441,26,4334
4ea622c9,0,34,70,520,520,520,0.041666667,0,656.5,0.113333342,20,1047
75165e7e,0,32,73,338,570,190,0.208333333,0,1242.692308,0.114350441,26,4334
c066a3ec,0,36,74,6120.75,13950,1250,0.166666667,0,1242.692308,0.114350441,26,4334
1ebf5085,0,29,80,840,840,840,0.041666667,0,640.0943396,0.116403826,53,1712
c2c40d16,0,32,74,556.25,1540,180,0.333333333,0,796.3636364,0.113332975,55,2347
e1275f21,0,22,74,310,310,310,0.041666667,0,796.3636364,0.113332975,55,2347
5be6bd9f,0,43,74,3495.066667,6330,539,0.125,0.064346202,1086.551724,0.120247568,58,3205
63df90b2,0,47,75,2295,3210,1380,0.083333333,0.034522513,733.15625,0.119145296,64,407
92620d06,0,43,73,2540,2540,2540,0.041666667,0,1002.307692,0.108974355,13,767
f650d885,0,36,69,1175.5,3300,258,0.25,0.025,829.75,0.113333345,40,3000
560844d4,0,38,74,1048.666667,2500,50,0.25,0.224498793,829.75,0.113333345,40,3000
89e41d08,0,30,74,1805.6,4430,498,0.208333333,0.020466639,640.0943396,0.116403826,53,1712
fafbe0cd,0,39,73,1210,1210,1210,0.041666667,0.257669251,1086.551724,0.120247568,58,3205
2e1056fa,0,46,73,2937.344444,7038,270,0.75,0.096396132,1086.551724,0.120247568,58,3205
55171f7c,0,37,73,4460,4460,4460,0.041666667,0,640.0943396,0.116403826,53,1712
6b402d35,0,36,73,1328.333333,2635,440,0.125,0,233.5111111,0.108005725,45,298
1d67b541,0,28,69,1605.375,4240,128,0.333333333,0.083362895,829.75,0.113333345,40,3000
014b9641,0,45,70,2684,4482,620,0.125,0,829.75,0.113333345,40,3000
dd5f9e09,0,37,69,1240,1240,1240,0.041666667,0,1242.692308,0.114350441,26,4334
6b2d910b,0,35,69,980,980,980,0.041666667,0,1086.551724,0.120247568,58,3205
4ee0c167,0,44,64,543.75,970,215,0.166666667,0,796.3636364,0.113332975,55,2347
a3af5c4a,0,46,93,1285,2260,90,0.416666667,0.022883295,1086.551724,0.120247568,58,3205
1fca0381,1,38,73,320,320,320,0.041666667,0,819.9300699,0.113902349,143,3158
40d5a94c,0,36,67,350,350,350,0.041666667,0,1340,0.10897436,33,2862
16ccaf83,0,37,26,1996.75,5150,420,0.333333333,0.028362573,640.0943396,0.116403826,53,1712
e0f1b706,0,43,50,1569,3159,594,0.125,0.083333333,1002.307692,0.108974355,13,767
e50a9d65,0,31,69,2555,4190,920,0.083333333,0,819.9300699,0.113902349,143,3158
d6827dec,0,48,67,4490,13430,1030,0.208333333,0.092407438,1086.551724,0.120247568,58,3205
29fdeeb6,1,34,69,4170,4170,4170,0.041666667,0,819.9300699,0.113902349,143,3158
121d27b5,0,39,23,1044,1044,1044,0.043478261,0.1,608.1463415,0.113333295,41,1528
d291830b,1,35,69,1400,1400,1400,0.041666667,0.066666667,819.9300699,0.113902349,143,3158
98060868,0,45,69,3379.25,8624,1233,0.166666667,0.024,1002.307692,0.108974355,13,767
